	0	1
0	1	ZWINT
1	2	ZNF767P
2	3	ZNF668
3	4	ZNF467
4	5	ZHX1-C8orf76
5	6	XPO5
6	7	WDR12
7	8	VAX2
8	9	UTP11
9	10	USP5
10	11	UBE2C
11	12	TTK
12	13	TROAP
13	14	TPX2
14	15	TOP2A
15	16	TOMM40
16	17	TNNT1
17	18	TNFAIP8L2-SCNM1
18	19	TMEM79
19	20	TM9SF4
20	21	THBS3
21	22	TEDC2
22	23	TBX19
23	24	TACC3
24	25	STX10
25	26	STMN1
26	27	STIL
27	28	SPAG5
28	29	SOX12
29	30	SNRPF
30	31	SNRPB
31	32	SMAD6
32	33	SLC6A8
33	34	SLC6A10PB
34	35	SLC6A10P
35	36	SLC5A6
36	37	SLC4A3
37	38	SLC43A3
38	39	SLC39A4
39	40	SIX2
40	41	SHCBP1
41	42	SETDB1
42	43	SCRIB
43	44	SCNM1
44	45	SAC3D1
45	46	RSRC1
46	47	RPL39L
47	48	RPL10
48	49	RNFT2
49	50	RNASEH2A
50	51	RHBDL2
51	52	RFC4
52	53	RBM15
53	54	RAE1
54	55	RAD54L
55	56	RAD51
56	57	PTTG1
57	58	PSMB2
58	59	PRSS8
59	60	PRELID1
60	61	PRC1
61	62	PRAME
62	63	PPFIA4
63	64	POLR2J
64	65	POLQ
65	66	POLE2
66	67	PLXNA3
67	68	PLXNA1
68	69	PFDN4
69	70	PFDN2
70	71	PARPBP
71	72	PAFAH1B3
72	73	OSBPL2
73	74	OR7E37P
74	75	OGDHL
75	76	NUSAP1
76	77	NUF2
77	78	NUDT1
78	79	NSD2
79	80	NMU
80	81	NINL
81	82	NDUFS5
82	83	NDUFAF5
83	84	NDC80
84	85	NDC1
85	86	NCBP2
86	87	NCAPH
87	88	NCAPG
88	89	NABP2
89	90	MYCL
90	91	MYBL2
91	92	MRPS15
92	93	MRPL47
93	94	MRGBP
94	95	MOSPD3
95	96	MMP15
96	97	MLF2
97	98	MIR7112
98	99	MIR1178
99	100	MFAP2
100	101	MEST
101	102	MEOX1
102	103	MCM6
103	104	MCM4
104	105	MCM2
105	106	LZTS3
106	107	LTBP2
107	108	LPCAT1
108	109	LOC101927151
109	110	LOC100288637
110	111	LAGE3
111	112	L1CAM
112	113	KRT8
113	114	KLK6
114	115	KIF5C
115	116	KIF2C
116	117	KIF23
117	118	KIF22
118	119	KIF20A
119	120	KIF18B
120	121	KIF15
121	122	KIF14
122	123	KCNG1
123	124	ITPA
124	125	ITCH
125	126	IP6K2
126	127	HOMER3
127	128	HJURP
128	129	HGH1
129	130	GTSE1
130	131	GPR19
131	132	GPR137
132	133	GNGT1
133	134	GMPS
134	135	GLE1
135	136	GLDC
136	137	GINS2
137	138	GINS1
138	139	FSCN1
139	140	FOXM1
140	141	FKBP1A
141	142	FANCI
142	143	FAM189B
143	144	FAM162A
144	145	FABP5
145	146	EZH2
146	147	ESPL1
147	148	EPHB3
148	149	EFNA4
149	150	DNMT3A
150	151	DNAJC11
151	152	DGAT1
152	153	DEPDC1
153	154	DDX39A
154	155	DBN1
155	156	CRABP2
156	157	CPNE1
157	158	CIT
158	159	CIAO1
159	160	CHERP
160	161	CHEK2
161	162	CHCHD7
162	163	CEP55
163	164	CENPU
164	165	CENPI
165	166	CENPF
166	167	CENPE
167	168	CDKN2A
168	169	CDK1
169	170	CDH6
170	171	CDCA8
171	172	CDCA3
172	173	CDC25C
